Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Li, Z., Wang, S., Fan, X., Cao, B., Zhou, C.","34876996200; 55775894000; 36090686900; 56161992300; 24463082500","A novel gold nanoprobe for a simple electrochemiluminescence determination of a prostate-specific antigen based on a peptide cleavage reaction",2019,"Analytical Sciences",35,"2",,195,199,,3,10.2116/analsci.18P377,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061398969&partnerID=40&md5=60666dd9ddc6ccaebc038b1b08adf9d4",Article,Final,Open Access,Scopus,2-s2.0-85061398969
"Yan, H., Huang, X., Chu, Y.S., Pattammattel, A., Nazaretski, E., Ill, P.","8971693700; 55308744700; 7403051054; 55615512200; 6603430533; 57212388351","Hard x-ray nanoprobe: A scanning hard x-ray microscopy beamline offering multi-modal imaging capabilities at 10 nm",2019,"Proceedings of SPIE - The International Society for Optical Engineering",11112,"", 1111202,,,,1,10.1117/12.2531196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076542080&partnerID=40&md5=9ee0dedf8a63e2128b840822c0287671",Conference Paper,Final,,Scopus,2-s2.0-85076542080
"Liu, J., Qu, Y., Zheng, T., Tian, Y.","57208626785; 57203895026; 54888451200; 15073452100","A dual-mode nanoprobe for evaluation of the autophagy level affected by photothermal therapy",2019,"Chemical Communications",55,"65",,9673,9676,,2,10.1039/c9cc03319j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070445391&partnerID=40&md5=4e30d96c8fba3c2a6189217cf45cc43b",Article,Final,,Scopus,2-s2.0-85070445391
"Yang, Y., Fus, F., Pacureanu, A., Da Silva, J.C., De Nolf, W., Biot, C., Bohic, S., Cloetens, P.","55977824200; 57197737066; 35148268000; 26431842800; 16052204600; 6603688091; 6603807666; 7004115610","Three-Dimensional Correlative Imaging of a Malaria-Infected Cell with a Hard X-ray Nanoprobe",2019,"Analytical Chemistry",,"",,,,,9,10.1021/acs.analchem.8b05957,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066114954&partnerID=40&md5=0a974a1280560459147bac98e17e567c",Article,Article in Press,,Scopus,2-s2.0-85066114954
"Sun, N., Wang, D., Yao, G., Li, X., Mei, T., Zhou, X., Wong, K.-Y., Jiang, B., Fang, Z.","36841801100; 57203295850; 57210154885; 57201948326; 56192695500; 55874508900; 55673310800; 57196031267; 37051945900","Ph-dependent and cathepsin b activable CaCO<inf>3</inf>nanoprobe for targeted in vivo tumor imaging",2019,"International Journal of Nanomedicine",14,"",,4309,4317,,3,10.2147/IJN.S201722,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069707336&partnerID=40&md5=149fe9138b69ec90c9e74787daa14b45",Article,Final,Open Access,Scopus,2-s2.0-85069707336
"Zhao, W.-B., Liu, K.-K., Song, S.-Y., Zhou, R., Shan, C.-X.","57214758832; 57192951399; 57210195577; 57193340305; 57210464708","Fluorescent nano-biomass dots: Ultrasonic-assisted extraction and their application as nanoprobe for FE<sup>3+</sup> detection",2019,"Nanoscale Research Letters",14,"1", 130,,,,10,10.1186/s11671-019-2950-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070345631&partnerID=40&md5=7e95cd18a2077f6d3de4707da93a0bf3",Article,Final,Open Access,Scopus,2-s2.0-85070345631
"Pramanik, S., Roy, S., Mondal, A., Bhandari, S.","55983032700; 56203642300; 57208247549; 55263112000","A two-target responsive reversible ratiometric pH nanoprobe: A white light emitting quantum dot complex",2019,"Chemical Communications",55,"30",,4331,4334,,9,10.1039/c9cc01088b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064209080&partnerID=40&md5=501d6fd5953f279eaa22875fa7fbd0a0",Article,Final,,Scopus,2-s2.0-85064209080
"Li, J., Li, Q., He, M., Ding, F., Cai, L., Zhao, M., Dong, L., Wang, Q., Xu, K.","57194789845; 57200216619; 57211639481; 57211634107; 57209640803; 57209641687; 57203878306; 57209985445; 53265624900","AS1411 aptamer-modified theranostic liposomes co-encapsulating manganese oxide nano-contrast agent and paclitaxel for MRI and therapy of cancer",2019,"RSC Advances",9,"60",,34837,34846,,,10.1039/c9ra06878c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074692637&partnerID=40&md5=38e527b3fb7ae128dcfc7703f1274ae0",Article,Final,Open Access,Scopus,2-s2.0-85074692637
"Shang, Y., Han, Q., Hao, S., Chen, T., Zhu, Y., Wang, Z., Yang, C.","56405049000; 57204127917; 57204318662; 57201700653; 57211681213; 57207117945; 57204318751","Dual-Mode Upconversion Nanoprobe Enables Broad-Range Thermometry from Cryogenic to Room Temperature",2019,"ACS Applied Materials and Interfaces",,"",,,,,13,10.1021/acsami.9b11751,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074852447&partnerID=40&md5=a20d5362b49abc780781048c15b899e2",Article,Final,,Scopus,2-s2.0-85074852447
"Xu, J., Shen, X.-K., Jia, L., Cao, J.-L., Wang, Y., Zhao, X.-L., Bi, N., Guo, S.-L., Ma, T.-Y.","56984815900; 57191288848; 35304972600; 23033231900; 56007037300; 57075230500; 55878417900; 57199843292; 35253704700","A lanthanide-based magnetic nanosensor as an erasable and visible platform for multi-color point-of-care detection of multiple targets and the potential application by smartphone",2019,"Journal of Materials Chemistry B",7,"5",,734,743,,10,10.1039/c8tb02791a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060873689&partnerID=40&md5=6676f1b606574cfe003705cebb341f4c",Article,Final,,Scopus,2-s2.0-85060873689
"Dai, J., Wang, Y.J.","57209944636; 57208633194","Nitrogen-doped carbon quantum dots with Pinellia Ternata as carbon source for high sensitive determination of chromium (VI)",2019,"Applied Ecology and Environmental Research",17,"5",,12139,12153,,1,10.15666/aeer/1705_1213912153,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073713829&partnerID=40&md5=aeeee6c1e6899de13f539ec99aa1cf0d",Article,Final,Open Access,Scopus,2-s2.0-85073713829
"Shi, H., Sun, Y., Yan, R., Liu, S., Zhu, L., Liu, S., Feng, Y., Wang, P., He, J., Zhou, Z., Ye, D.","56921075800; 57195295592; 57191360458; 57194587395; 57102203500; 57218400836; 57204691922; 56290234500; 56305591700; 14323782100; 57205067523","Magnetic Semiconductor Gd-Doping CuS Nanoparticles as Activatable Nanoprobes for Bimodal Imaging and Targeted Photothermal Therapy of Gastric Tumors",2019,"Nano Letters",,"",,,,,48,10.1021/acs.nanolett.8b04179,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061188877&partnerID=40&md5=185450668f611f571378e0248a5e6431",Article,Article in Press,,Scopus,2-s2.0-85061188877
"Wang, J., Wang, D.-X., Ma, J.-Y., Kong, D.-M.","57218487170; 57208230493; 57211557716; 56012424400","Recent research progress on DNA walker-based molecular machines",2019,"Scientia Sinica Chimica",49,"5",,776,786,,1,10.1360/N032018-00228,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081921187&partnerID=40&md5=5c3b06fc23f05110aa289c50cb51d9f9",Article,Final,Open Access,Scopus,2-s2.0-85081921187
"Shu, D., De Andrade, V., Anton, J., Kearney, S., Fezzaa, K., Bean, S., Deriy, A., Liu, W., Maser, J., Lai, B., Tischler, J.Z., De Carlo, F.","7103152051; 14218940900; 55972232600; 51763653400; 6603537713; 57210882799; 55062905800; 56525720500; 7004515096; 55651448900; 7004078316; 7004183597","Mechanical design of a flexural nanopositioning stage system for hard x-ray nanofocusing at the Advanced Photon Source 32-ID-C station",2019,"Proceedings of SPIE - The International Society for Optical Engineering",11112,"", 111120N,,,,,10.1117/12.2529384,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076514484&partnerID=40&md5=4e1088c56a2213f9331c51ae1030d542",Conference Paper,Final,,Scopus,2-s2.0-85076514484
"Wang, H., Yu, D., Li, B., Liu, Z., Ren, J., Qu, X.","57196429454; 56332081700; 57199787605; 56424053400; 35079344500; 55840958200","Ultrasensitive magnetic resonance imaging of systemic reactive oxygen species: In vivo for early diagnosis of sepsis using activatable nanoprobes",2019,"Chemical Science",10,"13",,3770,3778,,15,10.1039/c8sc04961k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063636147&partnerID=40&md5=eb145ca987140e9afbcd644f73624061",Article,Final,Open Access,Scopus,2-s2.0-85063636147
"Guo, P., Wang, Y., Chen, Z., Jin, T., Fu, L., Lin, C.-T., Lai, G.","57205078158; 57205083990; 57203034040; 57194492047; 56411435700; 37100052600; 18134180400","Voltammetric immunoassay of human IgG based on the release of cadmium(II) from CdS nanocrystals deposited on mesoporous silica nanospheres",2019,"Microchimica Acta",186,"1", 15,,,,3,10.1007/s00604-018-3142-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058435124&partnerID=40&md5=b7624a84cd5ebdfddfc4ea1fb4e42fe8",Article,Final,,Scopus,2-s2.0-85058435124
"Dai, W., Lu, H., Yang, F., Dong, H., Zhang, X.","56413954100; 56131317000; 56703922400; 55503300200; 57209228824","Accurate detection of intracellular microRNAs using functional Mo<inf>2</inf>C quantum dots nanoprobe",2019,"Chemical Communications",55,"71",,10615,10618,,2,10.1039/c9cc04261j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071713088&partnerID=40&md5=f5518f151cf8a34885be9ca66c1ca4e5",Article,Final,,Scopus,2-s2.0-85071713088
"Li, Y., Liu, J., Qin, X., Deng, Y., Zhang, J., Sun, Y.","35558858300; 57204901985; 57209465871; 57204895066; 55142896200; 56174963700","Ultrafast synthesis of fluorine-18 doped bismuth based upconversion nanophosphors for tri-modal CT/PET/UCL imaging in vivo",2019,"Chemical Communications",55,"50",,7259,7262,,9,10.1039/c9cc02677k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067895707&partnerID=40&md5=b9bda5c3ba576b2fffab9fd2cfdf0016",Article,Final,,Scopus,2-s2.0-85067895707
"Liu, S., Zhou, F., Zhao, Y., Liu, L., Qu, J., Chen, W.R.","57208644030; 22952442700; 55199308800; 56500887100; 7201534904; 57202150791","Temperature detection by photoacoustic for nanoprobe-mediated photothermal therapy",2019,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",10879,"", 108790R,,,,1,10.1117/12.2507030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065423003&partnerID=40&md5=bb9b0ea1506f95ea06a463bdf841b919",Conference Paper,Final,,Scopus,2-s2.0-85065423003
"Ni, M., Zhuo, S.","34979024800; 14124270400","Applications of self-assembling ultrashort peptides in bionanotechnology",2019,"RSC Advances",9,"2",,844,852,,17,10.1039/C8RA07533F,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059843316&partnerID=40&md5=26ba13a3c817b81a79a2f3e81ae1ad93",Review,Final,Open Access,Scopus,2-s2.0-85059843316
"Hu, Y., Zhao, J., Li, X., Zhao, S.","57193715983; 24167388500; 57189464476; 56495915200","Biomass-based quantum dots co-doped with sulfur and nitrogen for highly sensitive detection of thrombin and its inhibitor",2019,"New Journal of Chemistry",43,"29",,11510,11516,,4,10.1039/c9nj02359c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069759918&partnerID=40&md5=da862122579ee1f62fdad953b246f78a",Article,Final,,Scopus,2-s2.0-85069759918
"Chen, L., Li, R., Yang, P.","57192610208; 57208407751; 56413501700","Plasmonic nanoprobes based on the shape transition of Au/Ag core-shell nanorods to dumbbells for sensitive Hg-ion detection",2019,"RSC Advances",9,"31",,17783,17790,,2,10.1039/c9ra02168j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067489323&partnerID=40&md5=0e4b5a0361ad574fb0060dc091638720",Article,Final,Open Access,Scopus,2-s2.0-85067489323
"Long, S., Qiao, Q., Deng, F., Miao, L., Yoon, J., Xu, Z.","57202456321; 55654379900; 57209147310; 57189726587; 7403587371; 8635066400","Self-assembling nanoprobes that display two-dimensional fluorescent signals for identification of surfactants and bacteria",2019,"Chemical Communications",55,"7",,969,972,,11,10.1039/c8cc09544b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060177732&partnerID=40&md5=074cdb48daefe646da9180ce4327de9f",Article,Final,,Scopus,2-s2.0-85060177732
"Kearney, S.P., Shu, D., De Andrade, V., Maser, J.","51763653400; 7103152051; 14218940900; 7004515096","Optomechanical design of a portable metrology system for measurement of precision rotary stage errors",2019,"Proceedings of SPIE - The International Society for Optical Engineering",11100,"", 1110005,,,,,10.1117/12.2528915,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073708706&partnerID=40&md5=7fbdbb9aff675eaf50d691ea2c5a6190",Conference Paper,Final,,Scopus,2-s2.0-85073708706
"Tan, J., Sun, W., Lu, L., Xiao, Z., Wei, H., Shi, W., Wang, Y., Han, S., Shuai, X.","57211285066; 23098814200; 55965127300; 56808595200; 57211285276; 57210744935; 55451112700; 57209348529; 55839012200","I6P7 peptide modified superparamagnetic iron oxide nanoparticles for magnetic resonance imaging detection of low-grade brain gliomas",2019,"Journal of Materials Chemistry B",7,"40",,6139,6147,,1,10.1039/c9tb01563a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073311648&partnerID=40&md5=63cb19cf473b167753463c30b8bc7491",Article,Final,,Scopus,2-s2.0-85073311648
"Omer, K.M., Hama Aziz, K.H., Mohammed, S.J.","17435408400; 57192553608; 57210589286","Improvement of selectivity: Via the surface modification of carbon nanodots towards the quantitative detection of mercury ions",2019,"New Journal of Chemistry",43,"33",,12979,12986,,7,10.1039/c9nj03057c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071237803&partnerID=40&md5=7edefbad2e5708c3e744eeffb18a5a15",Article,Final,,Scopus,2-s2.0-85071237803
"Xu, Y., Zhang, L., Wang, C.","57195803995; 57198359511; 14523808500","A Rapid Detection System Design for Escherichia coli in Food Based on a Nanoprobe and Graphite Electrode Coupled with ATP Bioluminescence Technology",2019,"IEEE Access",7,"", 8766795,106882,106889,,2,10.1109/ACCESS.2019.2929815,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071159692&partnerID=40&md5=d559066bf52b92e9cbc95ec0a2f1cbc3",Article,Final,Open Access,Scopus,2-s2.0-85071159692
"Sattelkow, J., Fröch, J.E., Winkler, R., Hummel, S., Schwalb, C., Plank, H.","57031922600; 55972170800; 7201611077; 57190003722; 16025753900; 7004131990","Three-Dimensional Nanothermistors for Thermal Probing",2019,"ACS Applied Materials and Interfaces",,"",,,,,8,10.1021/acsami.9b04497,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068188228&partnerID=40&md5=0456583e4b551841fffc2f9bed670705",Article,Article in Press,,Scopus,2-s2.0-85068188228
"Xie, L., Lin, C., Chen, Q., Yang, H.-H.","56473131300; 57015739400; 54388410300; 35254722300","Upconversion nanomaterials for near-infrared light-mediated theranostics",2019,"Theranostic Bionanomaterials",,"",,321,340,,,10.1016/B978-0-12-815341-3.00014-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082580422&partnerID=40&md5=9e281ec586de9c7ae5ec8cf242822b7a",Book Chapter,Final,,Scopus,2-s2.0-85082580422
"Sanchez-Cano, C., Gianolio, D., Romero-Canelon, I., Tucoulou, R., Sadler, P.J.","16835625400; 35271498800; 55502708800; 56234305400; 7103024488","Nanofocused synchrotron X-ray absorption studies of the intracellular redox state of an organometallic complex in cancer cells",2019,"Chemical Communications",55,"49",,7065,7068,,5,10.1039/c9cc01675a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067305831&partnerID=40&md5=a888b8330a749174592aa2f14078afbd",Article,Final,Open Access,Scopus,2-s2.0-85067305831
"Zhang, M., Liu, J., Wang, G.","57209601655; 57194350135; 7407615383","Highly Biocompatible Nanoparticles of Au@Fluorescent Polymers as Novel Contrast Agent for in Vivo Bimodality NIR Fluorescence/CT Imaging",2019,"Contrast Media and Molecular Imaging",2019,"", 8085039,,,,1,10.1155/2019/8085039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068216873&partnerID=40&md5=7cc123ee129cb4223b95ba6eb180129a",Article,Final,Open Access,Scopus,2-s2.0-85068216873
"Luo, Y., Li, Y., Li, J., Fu, C., Yu, X., Wu, L.","55712606700; 14068770400; 57208244399; 56189457400; 56041899400; 56156031900","Hyaluronic acid-mediated multifunctional iron oxide-based MRI nanoprobes for dynamic monitoring of pancreatic cancer",2019,"RSC Advances",9,"19",,10486,10493,,2,10.1039/c9ra00730j,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064192825&partnerID=40&md5=f0ead9158bab37ac9e2459c37111bb50",Article,Final,Open Access,Scopus,2-s2.0-85064192825
"Liu, Z., Wu, P., Yin, Y., Tian, Y.","56373406500; 57210461727; 57210465443; 15073452100","A ratiometric fluorescent DNA nanoprobe for cerebral adenosine triphosphate assay",2019,"Chemical Communications",55,"67",,9955,9958,,5,10.1039/c9cc05046a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070799625&partnerID=40&md5=e00c3b8ba90159e6b4cd008d984eedb0",Article,Final,,Scopus,2-s2.0-85070799625
"Yuan, H., Zhao, H., Peng, K., Lv, F., Liu, L., Bao, J., Wang, S.","57211682192; 57212058229; 57209507080; 36572205100; 23012845100; 55658777900; 55714442800","Quantum Dots for Monitoring Choline Consumption Process of Living Cells via an Electrostatic Force-Mediated Energy Transfer",2019,"ACS Applied Bio Materials",,"",,,,,1,10.1021/acsabm.9b00822,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074848709&partnerID=40&md5=37747a7e602315379d31436fa10a71e4",Article,Final,,Scopus,2-s2.0-85074848709
"Crawford, B.M., Wang, H.-N., Bowie, M.L., Seewaldt, V.L., Vo-Dinh, T.","56872472000; 7501731596; 7006506549; 6603738210; 7101999017","Direct detection of cancer biomarkers using plasmonics-based Inverse Molecular Sentinel (iMS) nanobiosensors",2019,"Proceedings of SPIE - The International Society for Optical Engineering",11087,"", 1108702,,,,,10.1117/12.2529832,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074449424&partnerID=40&md5=1bf0adaa1428961cce9123b64ad7963a",Conference Paper,Final,,Scopus,2-s2.0-85074449424
"Ji, X., Wang, J., Niu, S., Ding, C.","40561462600; 57208556870; 7103052246; 8355102300","Size-controlled DNA-cross-linked hydrogel coated silica nanoparticles served as a ratiometric fluorescent probe for the detection of adenosine triphosphate in living cells",2019,"Chemical Communications",55,"36",,5243,5246,,12,10.1039/c9cc01832h,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065077826&partnerID=40&md5=e3ba7af6b32be0d6e8627d15e41a0b7b",Article,Final,,Scopus,2-s2.0-85065077826
"Wang, R., Dong, K., Xu, G., Shi, B., Zhu, T., Shi, P., Guo, Z., Zhu, W.-H., Zhao, C.","57200860377; 57207108310; 57194688687; 57097493000; 57204031364; 35241150200; 14324585200; 55868614400; 13406851700","Activatable near-infrared emission-guided on-demand administration of photodynamic anticancer therapy with a theranostic nanoprobe",2019,"Chemical Science",10,"9",,2785,2790,,37,10.1039/c8sc04854a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062211168&partnerID=40&md5=d62613838068cb5ab654f4674549571f",Article,Final,Open Access,Scopus,2-s2.0-85062211168
"Li, Y., Zhao, L., Xu, X., Sun, N., Qiao, W., Xing, Y., Shen, M., Zhu, M., Shi, X., Zhao, J.","57195726139; 55873508700; 57190580186; 55674292000; 22036211200; 35345934900; 24336009700; 43862139000; 7402953116; 8428274400","Design of <sup>99m</sup>Tc-labeled low generation dendrimer-entrapped gold nanoparticles for targeted single photon emission computed tomography/computed tomography imaging of gliomas",2019,"Journal of Biomedical Nanotechnology",16,"6",,1201,1212,,8,10.1166/jbn.2019.2760,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065863729&partnerID=40&md5=d68d9b5d2ddd8148b08b528bfe7c2217",Article,Final,,Scopus,2-s2.0-85065863729
"da Silva Viana, R., de Mascena Costa, L.A., Leal, A.N.R., Williams, T.M., Luan, L., Zhang, G., Wang, M., Harmon, A.C., dos Anjos, J.V., Cueto, R., Filho, M.A.G., Falcão, E.H.L., Vicente, M.G.H., Junior, S.A., Mathis, J.M.","56104940500; 57205641057; 57205653944; 57194132621; 57212967278; 57202864447; 57192715160; 56425729900; 11440494800; 6701676133; 24830048900; 8617301700; 24768044800; 35516899500; 35459922300","Surface modification strategy based on the conjugation of NaYF <inf>4</inf> :5%Eu luminescent nanoprobe with organic aromatic compounds for application in bioimaging assays",2019,"Journal of Nanoparticle Research",21,"1", 23,,,,,10.1007/s11051-018-4422-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060916728&partnerID=40&md5=4ae95e171cb928e98f0f8c77a59c2f5d",Article,Final,,Scopus,2-s2.0-85060916728
"Blanco, M., Cambronero, F., Flores-Arias, M.T., Jarque, E.C., Plaja, L., Hernández-García, C.","57213653682; 56515249700; 6602588244; 57210023976; 7003688081; 8661049600","Ultraintense femtosecond magnetic nanoprobes driven by azimuthally polarized laser beams",2019,"Optics InfoBase Conference Papers",Part F143-EQEC 2019,"", 2019-eg_2_6,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85084554716&partnerID=40&md5=4e7b8c967b64731a24d66942b58eb9ff",Conference Paper,Final,,Scopus,2-s2.0-85084554716
"Zhang, R., Xu, Y., Zhang, Y., Kim, H.S., Sharma, A., Gao, J., Yang, G., Kim, J.S., Sun, Y.","55729185400; 56336919200; 57210707340; 57188693501; 57215020671; 57221162792; 35270526200; 57204797774; 52164719700","Rational design of a multifunctional molecular dye for dual-modal NIR-II/photoacoustic imaging and photothermal therapy",2019,"Chemical Science",10,"36",,8348,8353,,49,10.1039/c9sc03504d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072596845&partnerID=40&md5=35b7278adc706e73fc71e0d5fb1884d8",Article,Final,Open Access,Scopus,2-s2.0-85072596845
"Chang, H., Lee, Y.Y., Lee, H.E., Ahn, H.-Y., Ko, E., Nam, K.T., Jeong, D.H.","56074974200; 56801201800; 55900908200; 55204052000; 56651800000; 55436547200; 7102257236","Size-controllable and uniform gold bumpy nanocubes for single-particle-level surface-enhanced Raman scattering sensitivity",2019,"Physical Chemistry Chemical Physics",21,"18",,9044,9051,,6,10.1039/c9cp00138g,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065569780&partnerID=40&md5=9a331d6fa110a3d16218cf9766ec5f91",Article,Final,,Scopus,2-s2.0-85065569780
"Wang, W., Peng, J., Li, F., Su, B., Chen, X., Chen, X.","57194434109; 57205163998; 36077382900; 36720178900; 57201389825; 57204367585","Phosphorus and chlorine co-doped carbon dots with strong photoluminescence as a fluorescent probe for ferric ions",2019,"Microchimica Acta",186,"1", 32,,,,22,10.1007/s00604-018-3140-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058875636&partnerID=40&md5=aa7ea646d98cc085afc9e2cacb9a0703",Article,Final,,Scopus,2-s2.0-85058875636
"Sun, N., Zhao, L., Zhu, J., Li, Y., Song, N., Xing, Y., Qiao, W., Huang, H., Zhao, J.","55674292000; 55873508700; 57198765467; 57195726139; 57206698611; 35345934900; 22036211200; 55386071100; 8428274400","131i-labeled polyethylenimine-entrapped gold nanoparticles for targeted tumor spect/ct imaging and radionuclide therapy",2019,"International Journal of Nanomedicine",14,"",,4367,4381,,9,10.2147/IJN.S203259,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068646061&partnerID=40&md5=097bc97a9457e06d03a19d1c1c48f8bf",Article,Final,Open Access,Scopus,2-s2.0-85068646061
"Szekeres, G.P., Kneipp, J.","56725267700; 8350232400","SERS probing of proteins in gold nanoparticle agglomerates",2019,"Frontiers in Chemistry",7,"JAN", 30,,,,29,10.3389/fchem.2019.00030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061185175&partnerID=40&md5=3e53b482906e95c4d0d4bafbbafb7e83",Article,Final,Open Access,Scopus,2-s2.0-85061185175
"Zhang, L., Yang, X.-Q., Wei, J.-S., Li, X., Wang, H., Zhao, Y.-D.","56196707300; 57203279229; 57193830072; 57210365825; 57210365757; 7407402371","Intelligent gold nanostars for in vivo CT imaging and catalase-enhanced synergistic photodynamic &amp; photothermal tumor therapy",2019,"Theranostics",9,"19",,5424,5442,,15,10.7150/thno.33015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070484708&partnerID=40&md5=dbb7730df00fb728ea886fd9d0d1c80e",Article,Final,Open Access,Scopus,2-s2.0-85070484708
"Li, M., Wu, J., Ma, M., Feng, Z., Mi, Z., Rong, P., Liu, D.","57191498133; 57051596100; 57209161708; 57195279944; 57209583399; 36121057800; 55203520700","Alkyne-and nitrile-anchored gold nanoparticles for multiplex SERS imaging of biomarkers in cancer cells and tissues",2019,"Nanotheranostics",3,"1",,113,119,,19,10.7150/ntno.30924,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068116096&partnerID=40&md5=64733f991c2d0784c2d13dda40e3b638",Article,Final,Open Access,Scopus,2-s2.0-85068116096
"Li, H., Cao, X., Fei, X., Zhang, S., Xian, Y.","57208170416; 57201968801; 57197811678; 57221449275; 7003798227","Nanoscaled luminescent terbium metal-organic frameworks for measuring and scavenging reactive oxygen species in living cells",2019,"Journal of Materials Chemistry B",7,"18",,3027,3033,,5,10.1039/c9tb00361d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065466863&partnerID=40&md5=3f24702b197205253c1250d92e6cf1bc",Article,Final,,Scopus,2-s2.0-85065466863
